Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
 (13366)                   1998 US24   L4    4.678   5.773  11.27  20201217  275.95  355.4   96.3    6.6  0.105   5.225    23     MPO593321
 (13372)                   1998 VU6    L4    4.987   5.489  11.33  20201217  336.40  303.9   96.7    7.3  0.048   5.238    22     MPO593321
 (13379)                   1998 WX9    L4    4.819   5.493  11.56  20201217  314.50  336.3   89.6    4.9  0.065   5.156    26     MPO593321
 (13383)                   1998 XS31   L4    4.823   5.491  11.34  20201217  336.07  160.7  252.2    6.4  0.065   5.157    23     MPO593321
 (13385)                   1998 XO79   L4    4.989   5.472  11.01  20201217   50.30  167.1  157.1   14.0  0.046   5.230    25     MPO593321
 (13387) Irus              1998 YW6    L4    4.699   5.709  12.19  20201217  348.11   20.5  355.9    7.2  0.097   5.204    22     MPO593321
 (13402)                   1999 RV165  L5    4.619   5.893  11.66  20201217  329.08  127.1  160.8    7.5  0.121   5.256    25     MPO593321
 (13463) Antiphos          5159 T-2    L4    5.150   5.225  11.22  20201217  337.67   84.2  323.6   10.5  0.007   5.187    21     MPO593322
 (13475) Orestes           1973 SX     L4    4.795   5.561  11.61  20201217  255.30  122.6  353.4    7.9  0.074   5.178    24     MPO593323
 (13650) Perimedes         1996 TN49   L4    4.713   5.729  11.84  20201217  303.94  243.9  206.8   10.7  0.097   5.221    22     MPO593326
 (13694)                   1997 WW7    L4    4.893   5.627  10.99  20201217  350.64  164.0  249.8    5.6  0.070   5.260    23     MPO593326
 (13780)                   1998 UZ8    L4    4.662   5.665  11.90  20201217  280.75   51.0   25.1    8.2  0.097   5.163    22     MPO593328
 (13782)                   1998 UM18   L4    4.487   5.877  11.61  20201217  354.74  232.6  150.1   28.6  0.134   5.182    24     MPO593328
 (13790)                   1998 UF31   L4    4.681   5.863  11.72  20201217  252.88   54.9   67.2    8.0  0.112   5.272    22     MPO593328
 (13862)                   1999 XT160  L4    4.817   5.731  11.67  20201217  308.72  278.7  132.1    8.4  0.087   5.274    23     MPO593329
 (14235)                   1999 XA187  L4    4.702   5.571  11.37  20201217  324.06   25.3   41.4    8.7  0.085   5.136    22     MPO593336
 (14268)                   2000 AK156  L4    4.739   5.705  10.58  20201217  301.41  126.6  284.5   15.0  0.092   5.222    24     MPO593336
 (14518)                   1996 RZ30   L4    4.504   6.037  12.07  20200531  278.90  253.7  179.0    6.5  0.145   5.271    18     E2020-QM5
 (14690)                   2000 AR25   L4    5.042   5.374  10.63  20201217   11.71    5.8    1.5    4.4  0.032   5.208    23     MPO593342
 (14707)                   2000 CC20   L4    5.020   5.448  11.38  20201217  321.27  286.5  156.1   13.7  0.041   5.234    24     MPO593342
 (14791) Atreus            1973 SU     L4    4.313   5.975  11.88  20200531  341.75  185.8  194.8    2.9  0.161   5.144    25     E2020-QM5
 (14792) Thyestes          1973 SG1    L4    4.744   5.607  12.1   20201217  346.04  244.9  154.8   11.4  0.083   5.176    21     MPO526093
 (15033)                   1998 VY29   L4    4.125   6.232  10.73  20201217  312.60  164.9  258.4   12.0  0.203   5.178    23     MPO593346
 (15094) Polymele          1999 WB2    L4    4.678   5.666  11.77  20201217  337.78    4.3   50.3   13.0  0.096   5.172    24     MPO593347
 (15398)                   1997 UZ23   L4    5.001   5.260  10.95  20201217  228.64  316.5  189.6   28.5  0.025   5.131    23     MPO593352
 (15436)                   1998 VU30   L4    4.978   5.443   9.22  20201217  299.29  178.7  253.4   16.3  0.045   5.210    25     MPO593353
 (15440)                   1998 WX4    L4    5.172   5.417   9.64  20201217  319.22  282.4  120.6   28.8  0.023   5.294    23     MPO593353
 (15442)                   1998 WN11   L4    4.315   6.063  11.94  20201217  302.72  320.2  110.4    4.5  0.168   5.189    21     MPO593353
 (15502)                   1999 NV27   L5    5.045   5.201  10.10  20201217  111.40  181.6  308.7   16.8  0.015   5.123    24     MPO593354
 (15521)                   1999 XH133  L4    4.876   5.606  11.27  20201217  198.50  171.4   10.4   10.7  0.070   5.241    25     MPO593354
 (15527)                   1999 YY2    L4    4.404   6.015  10.95  20201217   27.56  168.6  173.8   21.3  0.155   5.209    28     MPO593354
 (15529)                   2000 AA80   L4    5.123   5.397  11.49  20201217  116.82   87.9  169.5    5.1  0.026   5.260    26     MPO593354
 (15535)                   2000 AT177  L4    4.743   5.618  10.66  20201217  286.23  302.2  155.1   13.2  0.084   5.180    24     MPO593355
 (15536)                   2000 AG191  L4    4.459   5.955  11.32  20201217  288.82  258.8  192.7   14.7  0.144   5.207    23     MPO593355
 (15539)                   2000 CN3    L4    5.042   5.514  10.53  20201217  263.43  331.0  108.8   27.9  0.045   5.278    23     MPO593355
 (15651) Tlepolemos        9612 P-L    L4    5.085   5.514  11.40  20201217  318.22   29.5   45.3    3.0  0.041   5.299    27     MPO593357
 (15663) Periphas          4168 T-2    L4    4.650   5.743  10.94  20201217  345.37   23.8   12.1   33.9  0.105   5.196    20     MPO593357
 (15913) Telemachus        1997 TZ27   L4    4.878   5.508  12.04  20201217  308.95    9.7   49.0    7.2  0.061   5.193    21     MPO593361
 (15977)                   1998 MA11   L5    4.935   5.422  10.50  20201217  157.28  228.2  209.6   17.3  0.047   5.179    31     MPO593362
 (16070)                   1999 RB101  L5    4.493   5.773   9.82  20200531  308.14  353.6  300.9   16.3  0.125   5.133    26     E2020-QM5
 (16099)                   1999 VQ24   L4    4.756   5.615  10.75  20200531  341.10  277.6   96.4   13.5  0.083   5.186    23     E2020-QM5
 (16152)                   1999 YN12   L4    4.640   5.623  11.9   20201217  329.05  347.7   64.2    3.5  0.096   5.132    23     MPO526109
 (16428)                   1988 RD12   L5    4.854   5.585  11.60  20200531  255.97  344.4  340.0    4.0  0.070   5.220    24     E2020-QM5
 (16560) Daitor            1991 VZ5    L5    4.846   5.268  10.78  20201217  350.60  158.9  100.8   15.3  0.042   5.057    25     MPO593367
 (16667)                   1993 XM1    L5    4.161   6.241  10.81  20201217  265.65  239.1   96.6   16.7  0.200   5.201    27     MPO593369
 (16956)                   1998 MQ11   L5    4.636   5.817  10.73  20201217  251.07  202.4  137.6   30.9  0.113   5.226    26     MPO593374
 (16974) Iphthime          1998 WR21   L4    4.813   5.549  10.04  20201217  343.60  136.5  241.5   15.0  0.071   5.181    26     MPO593375
 (17171)                   1999 NB38   L5    4.710   5.562  10.60  20201217  297.40  356.8  318.0   25.3  0.083   5.136    22     MPO593378
 (17172)                   1999 NZ41   L5    4.919   5.518  10.88  20201217  270.61  215.2  135.2   29.2  0.057   5.218    25     MPO593378
 (17314) Aisakos           1024 T-1    L5    4.787   5.546  10.94  20201217  165.65   85.3  353.8   10.7  0.073   5.167    25     MPO593380
 (17351) Pheidippos        1973 SV     L4    4.656   5.666  11.49  20201217  318.76   46.4    2.9   15.3  0.098   5.161    22     MPO593381
 (17365)                   1978 VF11   L5    4.863   5.680  10.48  20201217  240.69  117.3  252.1   11.6  0.077   5.272    24     MPO593381
 (17414)                   1988 RN10   L5    4.955   5.309  12.13  20201217   20.39   80.2  153.7   16.6  0.035   5.132    26     MPO593382
 (17415)                   1988 RO10   L5    4.895   5.397  12.15  20201217  320.22  122.8  160.4   23.8  0.049   5.146    24     MPO593382
 (17416)                   1988 RR10   L5    4.807   5.439  12.36  20201217  330.05  123.0  164.5   17.3  0.062   5.123    24     MPO593382
 (17417)                   1988 RY10   L5    4.736   5.597  11.56  20201217  259.48  236.2  112.0    2.2  0.083   5.166    26     MPO593382
 (17418)                   1988 RT12   L5    4.350   6.017  12.16  20201217  266.25  135.8  197.6    6.5  0.161   5.183    24     MPO593382
 (17419)                   1988 RH13   L5    4.887   5.550  11.36  20201217  250.71  330.8   45.6   15.9  0.064   5.219    25     MPO593382
 (17420)                   1988 RL13   L5    4.764   5.635  11.99  20201217  280.29  258.6   59.3   15.9  0.084   5.199    25     MPO593382
 (17421)                   1988 SW1    L5    4.625   5.653  11.84  20201217  357.49  217.7   32.2   16.9  0.100   5.139    21     MPO593382
 (17423)                   1988 SK2    L5    4.722   5.706  12.25  20201217  357.02   83.8  158.7    1.6  0.094   5.214    26     MPO593382
 (17424)                   1988 SP2    L5    4.378   6.022  12.29  20201217  280.63  161.2  170.1   12.7  0.158   5.200    20     MPO593382
 (17442)                   1989 UO5    L5    4.998   5.487  11.80  20201217  237.50  323.1   31.4   15.8  0.047   5.243    24     MPO593383
 (17492) Hippasos          1991 XG1    L5    4.802   5.530  10.13  20201217  329.03  216.2   89.0   29.2  0.070   5.166    23     MPO593384
 (17874)                   1998 YM3    L4    4.994   5.468  11.77  20201217  323.45   47.2   46.0    2.5  0.045   5.231    25     MPO593390
 (18037)                   1999 NA38   L5    4.805   5.675  11.59  20201217  230.43  254.4  114.5   15.4  0.083   5.240    25     MPO593393
 (18046)                   1999 RN116  L5    4.900   5.509  10.52  20201217  283.27  152.5  164.7   33.3  0.059   5.204    26     MPO593393
 (18054)                   1999 SW7    L5    5.141   5.330  10.76  20201217   12.16  125.8  124.8   19.7  0.018   5.235    25     MPO593394
 (18058)                   1999 XY129  L4    4.709   5.529  12.04  20201217  288.09   50.7   26.1    9.1  0.080   5.119    23     MPO593394
 (18060)                   1999 XJ156  L4    4.827   5.420  11.16  20201217  348.32  153.5  224.9    6.6  0.058   5.124    22     MPO593394
 (18062)                   1999 XY187  L4    4.892   5.403  10.99  20201217  293.30   33.5   38.3   17.4  0.050   5.148    25     MPO593394
 (18063)                   1999 XW211  L4    4.857   5.450  11.26  20201217  351.56   64.6  327.0   18.0  0.058   5.153    24     MPO593394
 (18071)                   2000 BA27   L4    4.990   5.588  11.65  20201217  338.20   78.9  341.5    3.6  0.057   5.289    27     MPO593394
 (18137)                   2000 OU30   L5    5.027   5.185  11.07  20201217  162.62  205.1  218.9    7.7  0.016   5.106    30     MPO593395
 (18228) Hyperenor         3163 T-1    L5    4.609   5.952  11.81  20201217  246.81  347.7   12.3    3.2  0.127   5.280    21     MPO593397
 (18263) Anchialos         5167 T-2    L4    4.990   5.397  11.45  20201217  305.51  144.5  311.4   10.6  0.039   5.193    22     MPO593397
 (18268) Dardanos          2140 T-3    L5    4.662   5.659  12.02  20201217  279.77  112.5  218.4   16.6  0.097   5.161    21     MPO593397
 (18278) Drymas            4035 T-3    L5    4.822   5.536  11.44  20201217  359.73  208.1   31.5   17.9  0.069   5.179    23     MPO593397
 (18281) Tros              4317 T-3    L5    4.668   5.739  12.48  20201217  280.70  169.4  171.2    9.5  0.103   5.204    24     MPO593397
 (18282) Ilos              4369 T-3    L5    4.837   5.627  12.46  20201217  239.20  212.5  164.4    8.7  0.076   5.232    25     MPO593397
 (18493) Demoleon          1996 HV9    L5    4.798   5.785  10.79  20201217  290.86   89.8  215.5   17.2  0.093   5.291    23     MPO593401
 (18940)                   2000 QV49   L5    4.852   5.639  11.63  20201217  230.45  220.6  133.7    3.7  0.075   5.245    25     MPO593409
 (18971)                   2000 QY177  L5    4.580   5.822  11.78  20201217    8.21   44.0  190.0   14.0  0.119   5.201    26     MPO593409
 (19018)                   2000 RL100  L5    4.695   5.735  11.33  20201217  271.45  122.3  231.2   27.7  0.100   5.215    23     MPO593410
 (19020)                   2000 SC6    L5    4.619   5.802  10.60  20201217  288.86  224.5   93.2   17.1  0.114   5.211    24     MPO593410
 (19725)                   1999 WT4    L4    4.773   5.531  10.85  20201217  276.72   35.0   43.2   10.0  0.074   5.152    23     MPO593423
 (19844)                   2000 ST317  L5    4.933   5.456  11.07  20201217  306.50  103.1  207.5   40.4  0.050   5.194    25     MPO593425
 (19913) Aigyptios         1973 SU1    L4    4.819   5.414  11.24  20201217  242.58  338.2  141.5    7.1  0.058   5.116    22     MPO593426
 (20144)                   1996 RA33   L4    5.133   5.245  11.48  20201217  182.78  157.5   29.5    9.4  0.011   5.189    24     MPO593430
 (20424)                   1998 VF30   L4    4.531   5.889  10.63  20201217  293.39    4.5   67.0   25.6  0.130   5.210    22     MPO593434
 (20428)                   1998 WG20   L4    4.437   5.970  10.96  20201217  309.07    5.7   45.3   21.0  0.147   5.204    22     MPO593435
 (20716)                   1999 XG91   L4    4.553   5.906  11.44  20201217  347.27  271.7  108.2   26.9  0.129   5.229    21     MPO593440
 (20720)                   1999 XP101  L4    4.516   6.061  11.08  20201217  272.04  351.5  100.7   18.2  0.146   5.289    21     MPO593440
 (20729)                   1999 XS143  L4    4.878   5.555  10.61  20201217  334.57   92.5  306.9   22.0  0.065   5.217    22     MPO593440
 (20738)                   1999 XG191  L4    5.096   5.228  11.73  20201217    9.05  328.5   33.2   12.5  0.013   5.162    23     MPO593440
 (20739)                   1999 XM193  L4    4.495   5.917  11.57  20201217  245.71  183.7  312.1   12.1  0.137   5.206    20     MPO593440
 (20947) Polyneikes        2638 T-2    L4    4.945   5.193  11.94  20201217  279.46   34.5   52.2    2.3  0.024   5.069    22     MPO593444
 (20952) Tydeus            5151 T-2    L4    4.723   5.613  11.68  20201217  318.23   91.1  314.8   10.0  0.086   5.168    23     MPO593444
 (20961) Arkesilaos        1973 SS1    L4    5.047   5.235  11.83  20201217  299.06   46.8   27.9    9.2  0.018   5.141    26     MPO593444
 (20995)                   1985 VY     L4    4.508   5.678  11.67  20201217  295.73   10.7   72.8   20.4  0.115   5.093    20     MPO593444
 (21271)                   1996 RF33   L4    5.107   5.180  11.87  20201217  281.26  353.5  112.8    6.7  0.007   5.144    22     MPO593449
 (21284) Pandion           1996 TC51   L4    4.681   5.755  11.59  20201217  354.49  183.6  184.0    7.0  0.103   5.218    24     MPO593449
 (21370)                   1997 TB28   L4    4.811   5.573  11.57  20201217  258.10   48.4   77.2    7.8  0.073   5.192    22     MPO593451
 (21371)                   1997 TD28   L4    4.856   5.602  11.86  20201217  244.42   55.3   61.3    7.9  0.071   5.229    21     MPO593451
 (21372)                   1997 TM28   L4    5.043   5.341  11.84  20201217  261.24  274.5  188.6   11.1  0.029   5.192    21     MPO593451
 (21593)                   1998 VL27   L4    4.835   5.352  11.68  20201217  324.31  128.6  291.0    3.4  0.051   5.094    20     MPO593453
 (21595)                   1998 WJ5    L4    4.500   5.909  10.85  20201217  333.40  258.1  144.0   25.1  0.135   5.205    24     MPO593453
 (21599)                   1998 WA15   L4    4.596   5.816  11.40  20201217  301.15  210.7  218.8   11.2  0.117   5.206    24     MPO593453
 (21601)                   1998 XO89   L4    5.046   5.413  10.11  20201217  291.47  210.4  263.6   19.5  0.035   5.229    24     MPO593453
 (21602) Ialmenus          1998 YW1    L4    4.897   5.525  12.12  20201217  242.62  194.1  309.3    7.9  0.060   5.211    22     MPO593453
 (21900) Orus              1999 VQ10   L4    4.934   5.315  10.09  20201217  289.61  179.8  258.6    8.5  0.037   5.124    23     MPO593458
 (22008)                   1999 XM71   L4    5.088   5.201  11.61  20201217  321.94  291.5  108.7    4.3  0.011   5.145    23     MPO593460
 (22009)                   1999 XK77   L4    5.072   5.359  11.76  20201217  274.77  334.2  114.0    5.6  0.028   5.215    24     MPO593460
 (22010)                   1999 XM78   L4    5.007   5.181  12.3   20201217  343.62  316.5   65.3    1.4  0.017   5.094    22     MPO492981
 (22012)                   1999 XO82   L4    4.625   5.768  11.8   20201217  237.81   27.2   98.8    7.4  0.110   5.196    18     MPO492981
 (22014)                   1999 XQ96   L4    4.607   5.698  10.29  20201217  264.98  202.3  260.1   29.6  0.106   5.153    20     MPO593460
 (22035)                   1999 XR170  L4    4.691   5.739  11.87  20201217  298.62  127.6  286.5   16.5  0.101   5.215    19     MPO593461
 (22041)                   1999 XK192  L4    4.868   5.438  11.88  20201217  282.66   72.0   25.0   10.2  0.055   5.153    23     MPO593461
 (22042)                   1999 XP194  L4    4.688   5.655  12.16  20201217  335.99    3.2   24.4    6.9  0.093   5.171    21     MPO593461
 (22049)                   1999 XW257  L4    4.923   5.542  11.83  20201217  249.81  251.3  202.9    2.6  0.059   5.233    23     MPO593461
