Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
                           2002 GP31   L4    4.671   5.559  15.1   20201217  305.63  297.2  129.7    3.7  0.087   5.115     3     MPC xxxxx
                           2002 GP163  L4    5.123   5.471  14.1   20201217  302.72   33.3   29.8    3.0  0.033   5.297    11     E2020-W27
                           2002 GL194  L4    4.997   5.309  14.1   20201217  336.31  257.7  133.6   17.3  0.030   5.153     8     MPO598784
                           2002 GH197  L4    4.718   5.487  14.2   20201217  275.86  194.5  270.1    6.0  0.075   5.102     8     E2020-U37
                           2002 GN197  L4    4.814   5.382  14.2   20201217  344.56   86.1  311.3   12.3  0.056   5.098     7     MPO598785
                           2002 UB82   L5    5.030   5.452  14.0   20201217  251.85  289.4   61.0   31.4  0.040   5.241     7     MPO553979
                           2002 VC91   L5    4.970   5.366  13.4   20201217   57.22  323.5  219.6   16.2  0.038   5.168    10     MPO553979
                           2002 VV144  L5    4.818   5.630  13.7   20201217  237.11  122.4  223.1    7.2  0.078   5.224    12     MPO545608
                           2002 VE153  L5    4.819   5.551  13.4   20201217  356.15  160.3   81.4   18.4  0.071   5.185     9     MPO553980
                           2002 VY153  L5    4.862   5.401  14.1   20201217  294.44  260.2   69.4   12.5  0.053   5.131     9     MPO553980
                           2002 WP31   L5    4.950   5.471  13.3   20201217  185.27  194.9  238.2   31.4  0.050   5.211     8     MPO553980
                           2002 XK124  L5    5.001   5.330  14.5   20201217   19.75  336.1  245.5   13.0  0.032   5.165     5     MPO545609
                           2002 XS124  L5    4.729   5.664  14.2   20201217  286.69   52.1  261.1   10.9  0.090   5.196     8     MPO545609
                           2003 AB93   L5    3.945   6.437  15.2   20030101  313.2   316.2  170.2   16.6  0.240   5.191  (  2d)   MPO 77687
                           2003 AR93   L5    4.663   5.711  15.7   20030101   82.5   131.9  189.3   21.3  0.101   5.187  (  3d)   MPO118037
                           2003 AR95   L5    4.709   5.733  14.0   20201217  257.41  270.8   78.6    7.0  0.098   5.221    14     MPO553981
                           2003 BN97   L5    4.825   5.431  13.7   20201217  318.00    3.8  291.7   31.5  0.059   5.128     6     MPO510061
                           2003 BU101  L5    4.965   5.377  13.6   20201217  336.13  356.1  285.4   28.8  0.040   5.171     6     E2020-DB1
                           2003 DU22   L4    4.697   5.574  14.4   20201217  306.11  244.1  197.4    7.1  0.085   5.135    12     MPO598816
                           2003 FB125  L4    4.931   5.386  13.9   20201217   34.40  332.8  349.8   28.2  0.044   5.159     3     E2020-V02
                           2003 FJ138  L4    4.424   6.038  13.9   20201217    9.71  235.1  116.8    9.0  0.154   5.231     7     MPO598817
                           2003 FS139  L4    4.894   5.496  13.6   20201217  218.18  256.0  250.5    9.2  0.058   5.195     9     MPO598817
                           2003 FX139  L4    4.929   5.353  14.1   20201217   67.22  246.1   50.6   10.8  0.041   5.141     9     MPO598817
                           2003 FY139  L4    4.937   5.438  14.7   20201217  334.02   15.7   17.5    8.8  0.048   5.188     7     E2020-UQ3
                           2003 FT140  L4    4.762   5.527  14.0   20201217    4.78  260.3  122.9   18.8  0.074   5.145     8     MPO598817
                           2003 GL21   L4    5.044   5.427  14.1   20201217  258.14   40.0   71.2    9.8  0.037   5.236     9     E2020-W08
                           2003 GE57   L4    4.707   5.658  14.0   20201217  250.27  113.2    4.4    6.5  0.092   5.182    11     E2020-U22
                           2003 GQ57   L4    4.764   5.627  14.2   20201217  124.95  235.3    6.6   27.2  0.083   5.196     6     E2020-UB9
                           2003 GR57   L4    4.731   5.637  13.7   20201217  135.90  210.3   24.9   25.3  0.087   5.184     6     MPO598817
                           2003 GS57   L4    4.896   5.581  13.1   20201217  300.76  245.7  180.5   29.3  0.065   5.239     9     MPO598817
                           2003 GT57   L4    4.902   5.400  13.7   20201217  351.71  274.3  102.9    7.9  0.048   5.151    12     MPO598817
                           2003 GP58   L4    4.800   5.654  14.2   20201217  231.19  181.4  307.9    2.8  0.082   5.227    10     MPO598817
                           2003 GH59   L4    5.001   5.378  14.3   20201217  240.06   53.0   83.3    7.6  0.036   5.189     9     E2020-TF9
                           2003 GG62   L4    4.705   5.529  14.4   20201217  337.33  271.7  145.3    4.3  0.081   5.117     9     E2020-V70
                           2003 GG64   L4    5.018   5.498  13.7   20201217   21.73  220.8  120.5   10.1  0.046   5.258    10     E2020-V16
                           2003 GJ64   L4    4.913   5.298  13.8   20201217  327.50  225.5  202.4   26.2  0.038   5.106     8     MPO598818
                           2003 GM64   L4    4.880   5.344  14.1   20201217   57.86  159.4  165.4   22.0  0.045   5.112     7     MPO598818
                           2003 GO64   L4    5.060   5.217  14.3   20201217  341.25  256.3  129.4    8.5  0.015   5.139     7     E2020-W08
                           2003 GG65   L4    4.964   5.519  14.4   20201217  335.13   28.0   22.1    4.0  0.053   5.242     7     MPO598818
                           2003 HF60   L4    5.155   5.417  14.0   20201217  274.41   11.5   87.5   20.3  0.025   5.286    10     E2020-V46
                           2003 HR60   L4    4.902   5.590  13.4   20201217  223.40   62.5   81.8   19.7  0.066   5.246     9     MPO598818
                           2003 HW60   L4    5.015   5.361  13.4   20201217  315.94  329.4   81.3   13.0  0.033   5.188    11     E2020-V09
                           2003 WE181  L5    5.022   5.310  13.9   20201217  340.99  168.9   77.4   10.3  0.028   5.166    10     MPO545623
                           2003 WN196  L5    4.552   5.814  13.2   20200531  282.73  212.1  102.0   35.1  0.122   5.183     9     MPO561963
                           2003 WS197  L5    4.758   5.577  14.6   20201217  223.27   47.0  342.8    5.7  0.079   5.167    11     MPO545623
                           2003 WO211  L5    4.948   5.342  14.4   20201217  131.68  160.5  304.5   10.5  0.038   5.145     8     MPO554007
                           2003 WX214  L5    4.763   5.535  14.3   20201217  279.80  313.9  343.6    2.6  0.075   5.149    11     E2020-OA3
                           2003 YK157  L5    4.897   5.467  13.4   20201217  174.86  187.9  226.1   22.2  0.055   5.182    11     MPO554008
                           2003 YJ184  L5    4.939   5.317  14.2   20201217  229.88  298.3   74.5    7.8  0.037   5.128     7     MPO545624
                           2004 DK70   L5    4.783   5.598  14.3   20201217  301.76   96.6  201.8    2.3  0.079   5.190    12     MPO554010
                           2004 GK85   L4    4.996   5.229  13.7   20201217  341.57  241.8  141.5    8.4  0.023   5.112    14     E2020-W08
                           2004 HR15   L4    4.712   5.657  14.0   20201217   89.18   62.2  215.6    4.5  0.091   5.185     9     MPO598868
                           2004 HW72   L4    5.107   5.265  13.8   20201217  286.34  222.0  228.8   14.0  0.015   5.186     9     E2020-V32
                           2004 HD77   L4    4.475   5.721  14.7   20201217    7.92  160.8  200.9   11.8  0.122   5.098     5     E2020-YE2
                           2004 HG84   L4    4.934   5.525  14.2   20201217  256.40  327.2  149.0   32.5  0.057   5.229     9     E2020-T88
                           2004 HX84   L4    4.748   5.575  14.2   20201217   92.90   53.2  230.6   10.3  0.080   5.162    10     E2020-V32
                           2004 JB57   L4    4.785   5.603  14.1   20201217  343.44  248.3  148.7    6.9  0.079   5.194    10     MPO598870
                           2004 JB58   L4    4.419   5.816  14.2   20201217  178.06  348.8  201.5    7.1  0.137   5.117     8     E2020-UB9
                           2004 KW21   L4    4.884   5.434  14.1   20201217  355.41  150.3  237.9   10.6  0.053   5.159    10     MPO598870
                           2004 KK22   L4    4.982   5.397  14.2   20201217  274.51  227.8  236.7   11.9  0.040   5.189     6     E2020-V08
                           2004 LK26   L4    4.799   5.707  13.6   20201217   20.00  254.9  117.1   18.6  0.086   5.253    11     MPO598870
                           2004 LQ32   L4    5.145   5.401  13.5   20201217  217.42   33.0  120.9   17.8  0.024   5.273     8     MPO598870
                           2004 LR32   L4    5.060   5.403  14.3   20201217  357.69  205.6  183.5   16.3  0.033   5.231     9     E2020-W27
                           2004 MG5    L4    4.638   5.774  14.0   20201217  296.02  258.9  182.9   21.1  0.109   5.206     9     MPO598870
                           2004 XU70   L5    4.907   5.278  13.4   20201217  303.54  210.0   90.6   12.7  0.036   5.092    11     MPO554028
                           2004 XS158  L5    4.795   5.562  13.5   20201217  322.71  156.1  111.1   12.3  0.074   5.179    10     MPO545636
                           2004 YE13   L5    4.993   5.234  13.7   20201217  286.51  209.3  112.4   29.2  0.024   5.114     6     MPO554030
                           2004 YF15   L5    4.391   6.165  13.8   20041201  276.4   277.4  302.0   24.0  0.168   5.278  (  2d)   MPO 74469
                           2004 YK15   L5    4.682   5.803  14.2   20201217  101.56  186.2  314.0    7.3  0.107   5.242     8     E2020-UM3
                           2004 YF37   L5    4.833   5.461  12.9   20201217  170.03  132.0  296.8    9.9  0.061   5.147    14     MPO554030
                           2004 YW40   L5    5.002   5.358  13.7   20201217  265.29  224.0  108.7   15.5  0.034   5.180    11     MPO554030
                           2005 AW27   L5    4.453   5.905  13.6   20200531   67.07  266.7  266.8    9.1  0.140   5.179    13     MPO561988
                           2005 AO70   L5    4.777   5.648  13.0   20201217  278.66   10.9  317.2   23.5  0.084   5.213    10     MPO473097
                           2005 AW72   L5    4.780   5.608  14.0   20201217  210.79   78.5  313.2   17.4  0.080   5.194    10     MPO545637
                           2005 AA83   L5    5.064   5.406  14.0   20201217  130.00  163.8  312.6   13.0  0.033   5.235     7     E2020-OA3
                           2005 AL83   L5    5.056   5.468  13.8   20201217  269.06  236.7  100.7    8.5  0.039   5.262    12     MPO554031
                           2005 AR84   L5    5.049   5.467  13.8   20201217   53.02  289.0  274.2    9.8  0.040   5.258    10     MPO554031
                           2005 BA31   L5    5.170   5.317  14.5   20201217   50.26   72.5  118.1    6.9  0.014   5.244     9     MPO545637
                           2005 BC34   L5    4.598   5.768  14.3   20201217  322.59  162.8  128.9    9.8  0.113   5.183     8     MPO554031
                           2005 BC35   L5    5.103   5.233  14.8   20201217  167.25  323.1  121.8    2.0  0.013   5.168     8     MPO545638
                           2005 BQ36   L5    4.946   5.427  14.3   20201217  298.96  357.3  314.0    5.5  0.046   5.186    11     MPO554031
                           2005 BJ50   L5    5.072   5.574  13.5   20201217  265.58   18.0  314.7   10.3  0.047   5.323     9     MPO545638
                           2005 BM50   L5    4.907   5.389  14.0   20201217  235.13  269.9  100.8   10.7  0.047   5.148     9     MPO545638
                           2005 BQ50   L5    4.406   5.977  13.5   20201217  282.39  201.9  131.3   22.5  0.151   5.191    10     MPO554031
                           2005 BH52   L5    5.230   5.311  13.4   20201217  176.48  122.1  307.8   25.9  0.008   5.271     5     E2020-VD2
                           2005 BV54   L5    4.703   5.676  13.1   20201217  340.95  327.9  304.2   18.7  0.094   5.189     9     MPO545638
                           2005 BW54   L5    5.132   5.263  13.8   20201217  258.90  228.6  113.3   30.0  0.013   5.198     7     MPO554032
                           2005 BN55   L5    5.031   5.521  14.2   20201217  318.95  144.3  133.9    4.1  0.046   5.276    11     MPO545638
                           2005 BG56   L5    5.176   5.455  14.6   20201217  352.58  120.6  120.6    2.7  0.026   5.316     6     MPC xxxxx
                           2005 BJ56   L5    4.360   6.063  14.8   20201217  311.10  176.8  121.8   22.3  0.163   5.211    12     E2020-O67
                           2005 BN56   L5    4.765   5.644  13.1   20201217  338.87  332.6  289.8   31.6  0.084   5.205     6     E2020-VD2
                           2005 CM83   L5    4.782   5.674  14.2   20201217  220.46  266.1  127.5   24.5  0.085   5.228     6     MPO545638
                           2005 CT86   L5    5.019   5.364  14.1   20201217  256.98  358.5  338.3    8.9  0.033   5.192    11     MPO545638
                           2005 CB89   L5    4.578   5.880  13.4   20201217  303.61  357.6  312.9   25.4  0.125   5.229     9     MPC xxxxx
                           2005 DK4    L4    4.999   5.415  14.4   20201217  348.26  137.8  228.6    6.5  0.040   5.207     9     MPO598888
                           2005 EG336  L5    4.281   6.208  14.2   20201217  244.50  348.2   11.6    2.4  0.184   5.245     9     MPO542954
                           2005 GV192  L5    4.316   5.864  14.6   20050331   92.8    71.0  333.2   19.2  0.152   5.090  (  3d)   MPO118112
                           2005 JE192  L4    4.733   5.486  14.3   20201217    3.20  313.8   51.0    5.1  0.074   5.109     7     E2020-UH6
                           2005 NO125  L4    5.034   5.352  13.3   20201217    3.18  279.1   82.6   33.2  0.031   5.193     7     MPO546175
                           2005 TJ198  L5    4.770   5.411  14.2   20201217  221.82  246.5  125.7    6.1  0.063   5.090    10     MPO545649
                           2005 TB200  L5    4.830   5.600  14.1   20201217  290.31  360.0  295.1    1.8  0.074   5.215    11     E2020-SO6
                           2005 UN534  L5    4.940   5.397  14.2   20201217   43.45  236.2  342.8    8.4  0.044   5.168     8     MPO543011
                           2005 UR547  L5    4.647   5.778  14.1   20201217  336.56  138.2  145.7   10.3  0.108   5.213     7     E2020-O15
                           2005 XL106  L5    4.408   6.028  14.3   20201217  331.37  142.9  140.1    2.9  0.155   5.218    11     MPO554065
                           2005 XR106  L5    4.566   5.917  14.7   20201217  358.77  284.6  333.1    8.6  0.129   5.242     6     MPO545657
                           2005 XW106  L5    4.870   5.601  13.7   20201217   87.54  188.2  329.9   14.2  0.070   5.236     7     MPO545657
                           2005 XY106  L5    5.060   5.397  14.2   20201217  218.39   51.8  333.7   21.3  0.032   5.229     4     MPO543027
                           2005 XZ106  L5    4.970   5.238  14.1   20201217  204.45   88.9  329.5   20.1  0.026   5.104     6     MPO478784
                           2005 XX132  L5    4.980   5.503  14.0   20201217  335.31  111.1  164.7    7.1  0.050   5.242    14     E2020-OA3
                           2006 AQ102  L5    4.876   5.524  14.3   20201217   54.92  241.1  306.4   26.4  0.062   5.200     2     E2020-D91
                           2006 AY105  L5    4.836   5.411  13.5   20201217  290.57  342.5  324.1   26.1  0.056   5.123    11     MPO543042
                           2006 AZ110  L5    4.917   5.362  13.7   20201217  243.70   37.9  312.6   26.1  0.043   5.139     8     MPO543043
                           2006 AM113  L5    4.420   5.859  14.4   20201217   19.96  317.2  273.6    7.0  0.140   5.140     6     MPO554073
                           2006 BV57   L5    4.870   5.502  14.1   20201217  290.72  270.6   33.5    6.3  0.061   5.186    12     MPO545661
                           2006 BK86   L5    5.028   5.278  14.1   20201217  189.67   70.8  330.0   12.2  0.024   5.153    10     E2020-TF9
                           2006 BY108  L5    4.866   5.494  13.9   20201217  188.29  261.6  132.9   28.5  0.061   5.180     7     MPO545662
                           2006 BX115  L5    5.019   5.427  14.1   20201217  305.45  332.0  324.3   13.0  0.039   5.223     7     MPO545662
                           2006 BD117  L5    4.925   5.533  14.2   20201217   74.60   10.5  157.3   13.7  0.058   5.229     9     MPO554074
                           2006 BD159  L5    4.880   5.488  13.9   20201217  359.56  297.2  314.4    9.2  0.059   5.184    11     MPO554075
                           2006 BH185  L5    5.029   5.302  14.2   20201217  130.17  332.0  126.2   17.3  0.026   5.166     6     E2020-N66
                           2006 BF197  L5    4.799   5.657  14.2   20201217  309.27  341.0  316.1    9.9  0.082   5.228     7     E2020-U88
                           2006 BG203  L5    4.984   5.472  14.3   20201217  353.71  104.7  139.7   18.7  0.047   5.228     6     MPO554075
                           2006 BF211  L5    4.978   5.455  13.7   20200531   16.40   67.4  157.8   34.0  0.046   5.216     6     MPO562033
                           2006 BV242  L5    5.000   5.430  14.3   20201217   56.22  118.9   60.3    4.1  0.041   5.215     9     MPO554076
                           2006 BM247  L5    4.184   6.162  13.7   20201217  291.66  345.1  333.4   22.9  0.191   5.173     8     MPO545663
                           2006 BO248  L5    4.735   5.653  13.8   20201217  280.60  178.4  146.7   14.1  0.088   5.194    11     E2020-O85
                           2006 BC253  L5    5.035   5.414  14.0   20201217  314.52  320.1  325.0    7.1  0.036   5.224    10     MPO545663
                           2006 BC261  L5    4.533   5.843  14.6   20201217   10.00   25.7  219.6    1.8  0.126   5.188     8     MPO554076
                           2006 BS264  L5    5.107   5.312  14.3   20201217  109.14  156.1  348.0   28.3  0.020   5.209     4     MPO543051
                           2006 BA275  L5    4.703   5.632  13.5   20201217  132.84  142.0  329.7   14.7  0.090   5.168    10     MPO545663
                           2006 BG287  L5    4.943   5.413  14.2   20200531   73.47   15.4  140.5   17.3  0.045   5.178     7     MPO562034
                           2006 BX288  L5    4.840   5.658  14.0   20201217  287.46  165.0  151.4   28.6  0.078   5.249     8     MPO545663
                           2006 BJ289  L5    4.846   5.602  13.9   20201217  233.57  219.2  130.8   29.1  0.072   5.224     6     MPO543052
                           2006 BD291  L5    5.026   5.440  14.2   20201217   78.29   15.7  160.0   10.8  0.040   5.233     9     MPO554077
                           2006 BK293  L5    4.637   5.683  14.0   20201217  315.80  330.4  324.2    5.7  0.101   5.160    11     MPO554077
                           2006 BQ293  L5    4.731   5.498  13.4   20201217  218.77   46.5  340.9   27.6  0.075   5.115     7     E2020-DA3
                           2006 BH295  L5    4.894   5.557  13.7   20201217  278.20  166.7  157.4   28.8  0.063   5.225     7     MPO554077
                           2006 BP295  L5    4.845   5.373  14.1   20201217  262.07  194.5  153.7   19.5  0.052   5.109     8     MPO554077
                           2006 BQ295  L5    5.085   5.195  14.3   20201217   39.60   57.6  165.7   10.1  0.011   5.140    10     MPO554077
                           2006 BA297  L5    5.097   5.598  14.2   20201217  316.32  111.2  172.1    9.6  0.047   5.347     9     E2020-O05
                           2006 BC297  L5    5.178   5.272  14.1   20200531  176.77  249.8  155.1   13.5  0.009   5.225     9     MPO562035
                           2006 BN297  L5    4.828   5.664  13.8   20200531  268.03  170.2  131.6    6.7  0.080   5.246    13     MPO562035
                           2006 BN298  L5    5.052   5.430  14.2   20201217  315.17  127.3  158.5   28.5  0.036   5.241     7     E2020-O67
                           2006 CZ15   L5    5.039   5.259  13.5   20201217   50.12   71.0  122.8   11.0  0.021   5.149    12     MPO554078
                           2006 CM29   L5    4.489   5.919  14.7   20201217  355.51   99.1  156.8   10.5  0.137   5.204     7     MPO554078
                           2006 CX31   L5    4.653   5.696  13.8   20201217  309.01  359.4  303.0   10.6  0.101   5.174     9     MPO545664
                           2006 CC33   L5    5.007   5.416  13.8   20201217  180.44  128.8  281.5    6.7  0.039   5.211    10     MPO545664
                           2006 CB34   L5    4.852   5.393  13.4   20201217  275.45   29.2  288.9    8.5  0.053   5.123    11     MPO545664
                           2006 CK43   L5    4.861   5.613  14.2   20201217   25.48  282.8  312.1   11.6  0.072   5.237     5     MPO555273
                           2006 CC69   L5    4.967   5.568  14.2   20201217  331.30  293.5  339.7   26.5  0.057   5.267     6     MPO545664
                           2006 CG69   L5    4.881   5.406  14.1   20201217  241.42   25.6  323.1   10.0  0.051   5.144     8     MPO545664
                           2006 CB82   L5    4.912   5.307  13.5   20201217  247.45  209.4  145.9   42.2  0.039   5.109     7     MPO554078
                           2006 CY84   L5    5.095   5.378  14.2   20201217    5.25  257.7  349.5   14.3  0.027   5.236     8     MPO545664
                           2006 CG85   L5    4.924   5.371  14.2   20201217  319.54  133.2  176.6   20.1  0.043   5.147    10     MPO554079
                           2006 CM85   L5    4.511   5.822  13.9   20201217  335.56  301.9  342.0   24.5  0.127   5.166     7     MPO543056
                           2006 CM86   L5    5.147   5.391  14.0   20201217  312.95  122.6  161.3   27.7  0.023   5.269     7     MPO545664
                           2006 CB87   L5    4.885   5.441  14.3   20201217  340.02  292.1  339.5   10.6  0.054   5.163     9     MPO554079
                           2006 CM88   L5    4.938   5.408  14.3   20201217   47.92   70.1  136.1   19.6  0.045   5.173     7     MPO554079
                           2006 CG89   L5    5.137   5.186  14.0   20201217  236.65  214.5  142.5   19.8  0.005   5.162    11     MPC xxxxx
                           2006 DJ48   L5    4.812   5.609  14.3   20201217   44.19   52.9  157.3   21.8  0.076   5.211     6     MPO554079
                           2006 DM55   L5    4.789   5.653  13.9   20201217  147.63  169.5  292.0   13.2  0.083   5.221     8     MPO554079
                           2006 DA56   L5    5.097   5.303  14.4   20201217  278.46  339.0  357.3   29.3  0.020   5.200     5     MPO496722
                           2006 DR72   L5    4.850   5.454  14.6   20201217    9.94  103.3  147.0   17.2  0.059   5.152     6     E2020-O05
                           2006 DL78   L5    5.125   5.407  14.1   20200531  306.27  124.3  162.3   30.6  0.027   5.266     7     MPO555273
                           2006 DA81   L5    5.174   5.396  13.5   20201217  329.92  299.5  344.5   11.7  0.021   5.285    12     MPO554080
                           2006 DX116  L5    4.894   5.523  13.4   20201217  137.32   91.4    9.9   30.3  0.060   5.209    10     MPO545665
                           2006 DU125  L5    4.812   5.516  13.9   20201217  283.96  355.6  332.7   29.4  0.068   5.164     7     MPO496729
                           2006 DG129  L5    4.812   5.748  13.7   20201217  303.52  152.7  154.3   31.1  0.089   5.280     6     MPO554080
                           2006 DU138  L5    5.011   5.487  13.1   20201217  357.03  263.6  357.4   33.2  0.045   5.249    10     MPO496731
                           2006 DN139  L5    4.983   5.662  14.3   20201217  293.37  186.3  131.1    8.4  0.064   5.323    10     E2020-N66
                           2006 DY140  L5    4.962   5.581  13.9   20201217  228.35    2.6   18.6    8.8  0.059   5.271    12     MPO554080
                           2006 DZ141  L5    4.869   5.644  14.4   20201217  110.94    7.4  131.5    6.3  0.074   5.257     8     MPO554080
                           2006 DO160  L5    4.961   5.427  14.1   20201217   14.96  265.3  346.4   26.7  0.045   5.194     6     E2020-D74
                           2006 DW162  L5    4.817   5.483  14.4   20201217  214.20   64.9  336.3   12.6  0.065   5.150     9     E2020-TF9
                           2006 DK167  L5    5.163   5.343  14.0   20201217  321.44  298.4    1.6   30.1  0.017   5.253     6     MPO479116
                           2006 DP174  L5    4.971   5.531  13.5   20201217  213.46   37.0    4.5   13.4  0.053   5.251    10     MPO554081
                           2006 DB220  L5    4.931   5.503  14.0   20201217  268.54  323.1   21.3    9.6  0.055   5.217     9     MPO554081
                           2006 DZ222  L5    4.828   5.568  13.5   20201217  295.87  330.0  358.5   27.7  0.071   5.198     9     MPO546175
                           2006 DB223  L5    5.132   5.406  14.4   20201217  305.85  259.1   49.8    2.1  0.026   5.269     9     MPO554081
                           2006 DE223  L5    4.866   5.496  14.2   20201217  194.11   78.1  354.3   11.3  0.061   5.181     9     E2020-DA3
                           2006 DP223  L5    5.009   5.482  14.6   20201217   28.37   94.1  133.6   10.7  0.045   5.245     6     MPO554082
                           2006 DR224  L5    4.901   5.400  14.1   20201217  320.88  311.2  337.0   30.8  0.048   5.150     6     E2020-HL1
                           2006 DP225  L5    5.112   5.466  13.7   20201217  242.16   18.1  353.5   23.8  0.033   5.289     6     E2020-UQ6
                           2006 EG27   L5    5.023   5.450  14.1   20201217  236.23  201.5  159.1   28.3  0.041   5.237     8     E2020-O67
                           2006 ER32   L5    4.736   5.754  13.8   20201217  215.96   16.0   23.4    8.2  0.097   5.245    12     MPO554082
                           2006 ET49   L5    5.020   5.494  14.3   20201217   35.28  170.9   50.3    5.8  0.045   5.257    13     MPO554082
                           2006 EP74   L5    5.212   5.353  13.9   20201217  358.92  265.0    3.0   30.7  0.013   5.283     5     MPO479171
                           2006 EN76   L5    4.905   5.586  14.1   20201217  243.54   17.3  308.7    1.0  0.065   5.246    10     MPO545667
                           2006 EJ79   L5    4.872   5.698  14.5   20201217    0.56  259.1  352.0   15.2  0.078   5.285     7     MPO545667
                           2006 EF80   L5    5.117   5.363  14.1   20201217  194.85  272.6  153.5    9.7  0.023   5.240     9     MPO554083
                           2006 EM80   L5    5.069   5.453  14.6   20201217   45.65  116.7   87.1    4.7  0.036   5.261     7     E2020-H38
                           2006 EN82   L5    5.102   5.268  14.6   20201217   10.44   84.1  179.9   27.9  0.016   5.185     5     MPC xxxxx
                           2006 HK128  L5    4.994   5.251  14.6   20201217   49.43   48.2  159.3    5.3  0.025   5.122     7     MPO554086
                           2006 HO129  L5    4.668   5.570  14.3   20201217  328.00  146.7  146.5   22.2  0.088   5.119     6     E2020-O85
                           2006 HS133  L5    4.720   5.769  14.5   20201217  162.31  282.2  165.1    2.1  0.100   5.245    10     MPO545669
                           2006 HT133  L5    4.984   5.642  14.5   20060326   62.8   107.2    1.5   24.8  0.062   5.313  ( 33d)   MPO102337
                           2006 HM141  L5    4.726   5.695  14.1   20201217  315.07  144.7  148.5   25.8  0.093   5.210     6     E2020-O67
                           2006 JL62   L5    4.890   5.222  14.1   20201217  312.40  160.4  140.0    5.9  0.033   5.056    14     MPO554087
                           2006 MO16   L4    4.878   5.606  13.7   20201217   38.51   66.9  274.6   14.5  0.069   5.242     8     MPO598961
                           2006 OP25   L4    5.015   5.302  14.7   20201217  349.43  144.0  252.9    1.6  0.028   5.159     8     MPO598961
                           2006 OK32   L4    4.965   5.713  14.5   20201217  274.78  306.2  146.0    2.4  0.070   5.339    11     E2020-U22
                           2006 OX34   L4    4.852   5.555  14.7   20201217  317.94  308.0  122.5   21.6  0.068   5.204     4     E2021-A14
                           2006 OO36   L4    5.276   5.361  14.7   20201217  346.40  254.9  126.3    5.4  0.008   5.318     3     E2020-U22
                           2006 OX37   L4    5.103   5.241  14.1   20201217  320.01  300.5  127.6   19.4  0.013   5.172     9     MPO598961
                           2006 OZ39   L4    5.065   5.377  14.0   20201217  356.87  265.2  137.9   22.5  0.030   5.221     7     MPO598961
                           2006 QT189  L4    5.123   5.372  14.2   20201217  260.33  170.3  337.4    7.3  0.024   5.248    10     MPO598966
                           2006 SH371  L4    4.643   5.768  13.9   20201217  185.49  306.8  251.7   17.6  0.108   5.206     8     E2020-W08
                           2006 UM291  L4    4.784   5.662  14.2   20061101   98.5   308.5  270.6   21.1  0.084   5.223  ( 32d)   MPO112964
                           2007 DA74   L5    4.880   5.529  14.1   20201217  303.66  297.9  352.6   29.6  0.062   5.204     7     MPO545693
                           2007 DW94   L5    5.022   5.199  13.9   20201217  203.85  242.2  151.7   23.2  0.017   5.111     9     MPO554124
                           2007 DH120  L5    4.669   5.515  13.7   20200531  266.55  328.4    3.2   27.2  0.083   5.092     7     MPO562083
                           2007 DQ124  L5    4.803   5.655  14.3   20200531   37.73    4.2  181.7   13.3  0.081   5.229     5     MPO555288
                           2007 DL126  L5    4.658   5.571  13.8   20201217  272.08  156.1  168.0   27.0  0.089   5.114     8     MPO545693
                           2007 DK127  L5    4.934   5.511  13.7   20201217  320.93  280.0  346.5   12.6  0.055   5.223    11     E2020-VD2
                           2007 DF128  L5    4.653   5.739  14.4   20201217  347.68  102.6  152.6    8.7  0.104   5.196    11     E2020-O85
                           2007 DT128  L5    4.957   5.184  14.7   20200531   14.52  194.6   14.1    4.6  0.022   5.070     9     MPO555288
                           2007 EL55   L5    4.669   5.593  14.0   20070301  242.7   291.9    9.7   21.4  0.090   5.131  (  8d)   MPO118226
                           2007 EC73   L5    4.595   5.837  14.7   20070321  347.0   194.5    7.8   22.8  0.119   5.216  ( 36d)   MPO172210
                           2007 EK86   L5    4.983   5.406  14.4   20201217   12.59  138.6  104.5    9.7  0.041   5.195     7     MPO554126
                           2007 EM95   L5    4.392   6.001  15.1   20201217   34.69   80.5  145.6    7.2  0.155   5.196     5     MPO554126
                           2007 EM104  L5    4.662   5.548  14.0   20201217  287.70  159.4  164.8    6.5  0.087   5.105    11     MPO554126
                           2007 ET149  L5    4.432   5.970  13.7   20201217  309.35  202.0   99.6    5.3  0.148   5.201    12     MPO545695
                           2007 EA165  L5    5.046   5.264  13.9   20201217  352.70  209.0   37.5   11.1  0.021   5.155    10     MPO554127
                           2007 EV167  L5    4.729   5.804  14.3   20201217  118.77  295.7  180.6    6.0  0.102   5.266    10     MPO554127
                           2007 ES225  L5    4.900   5.386  14.1   20201217  167.42   63.9  350.3    3.9  0.047   5.143    12     MPO554127
                           2007 EP227  L5    5.218   5.406  13.9   20201217  320.58   94.4  190.4    8.8  0.018   5.312     9     MPO554127
                           2007 EV227  L5    4.744   5.682  13.8   20201217  295.71  301.4   11.7   24.8  0.090   5.213     8     MPO545695
                           2007 ED231  L5    4.720   5.626  14.3   20201217   91.70  130.4   26.7   19.6  0.088   5.173     7     MPO554128
                           2007 EG231  L5    4.967   5.585  14.1   20201217  140.70   70.9   41.4   12.6  0.058   5.276     9     MPO554128
